Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      1.62     0.00      915     0.00     0.00  Fdelete_overlay
  0.00      1.62     0.00      907     0.00     0.00  Fbyte_code
  0.00      1.62     0.00      895     0.00     0.00  echo_dash
  0.00      1.62     0.00      878     0.00     0.00  Fbacktrace_frame_internal
  0.00      1.62     0.00      878     0.00     0.00  backtrace_frame_apply
  0.00      1.62     0.00      878     0.00     0.00  get_backtrace_frame
  0.00      1.62     0.00      878     0.00     0.00  get_backtrace_starting_at
  0.00      1.62     0.00      875     0.00     0.00  cmpfn_equal
  0.00      1.62     0.00      871     0.00     0.00  emacs_intr_read
  0.00      1.62     0.00      870     0.00     0.00  compact_buffer
  0.00      1.62     0.00      866     0.00     0.00  Fprevious_single_char_property_change
  0.00      1.62     0.00      857     0.00     0.01  Fparse_partial_sexp
  0.00      1.62     0.00      848     0.00     0.00  Fautoload
  0.00      1.62     0.00      843     0.00     0.00  Fkeymapp
  0.00      1.62     0.00      842     0.00     0.00  Fnarrow_to_region
  0.00      1.62     0.00      837     0.00     0.00  gap_left
  0.00      1.62     0.00      835     0.00     0.00  encode_char
  0.00      1.62     0.00      830     0.00     0.00  Frun_hook_wrapped
  0.00      1.62     0.00      830     0.00     0.00  do_pending_atimers
  0.00      1.62     0.00      828     0.00     0.00  handle_input_available_signal
  0.00      1.62     0.00      828     0.00     0.00  mark_window_display_accurate_1
  0.00      1.62     0.00      819     0.00     0.00  current_message
  0.00      1.62     0.00      817     0.00     0.00  shadow_lookup
  0.00      1.62     0.00      782     0.00     0.00  Fwindow_scroll_bars
  0.00      1.62     0.00      779     0.00     0.00  redisplay_window_1
  0.00      1.62     0.00      775     0.00     0.00  concat2
  0.00      1.62     0.00      766     0.00     0.00  line_bottom_y
  0.00      1.62     0.00      764     0.00     0.00  defvar
  0.00      1.62     0.00      752     0.00     0.00  print_stack_push_vector
  0.00      1.62     0.00      736     0.00     0.00  Fdefvar
  0.00      1.62     0.00      731     0.00     0.00  Fprefix_numeric_value
  0.00      1.62     0.00      724     0.00     0.00  Fcurrent_message
  0.00      1.62     0.00      723     0.00     0.00  Fbitmap_spec_p
  0.00      1.62     0.00      723     0.00     0.00  Fget_buffer_process
  0.00      1.62     0.00      722     0.00     0.00  clear_end_of_line
  0.00      1.62     0.00      722     0.00     0.00  tty_clear_end_of_line
  0.00      1.62     0.00      716     0.00     0.00  preferred_sequence_p
  0.00      1.62     0.00      715     0.00     0.00  set_window_update_flags
  0.00      1.62     0.00      715     0.00     0.00  tty_update_end
  0.00      1.62     0.00      715     0.00     0.00  update_begin
  0.00      1.62     0.00      715     0.00     0.00  update_end
  0.00      1.62     0.00      713     0.00     0.00  build_frame_matrix_from_window_tree
  0.00      1.62     0.00      713     0.00     0.00  update_frame
  0.00      1.62     0.00      713     0.00     0.03  update_frame_1
  0.00      1.62     0.00      710     0.00     0.00  SYMBOLP
  0.00      1.62     0.00      709     0.00     0.00  map_keymap_call
  0.00      1.62     0.00      704     0.00     0.00  Frun_hook_with_args_until_success
  0.00      1.62     0.00      701     0.00     0.00  Feq
  0.00      1.62     0.00      694     0.00     0.00  bidi_mirror_char
  0.00      1.62     0.00      694     0.00     0.00  forw_comment
  0.00      1.62     0.00      694     0.00     0.00  test_undefined
  0.00      1.62     0.00      675     0.00     0.00  update_overlay_arrows
  0.00      1.62     0.00      669     0.00     0.00  ensure_echo_area_buffers
  0.00      1.62     0.00      669     0.00     0.00  record_unwind_save_match_data
  0.00      1.62     0.00      669     0.00     0.00  unwind_set_match_data
  0.00      1.62     0.00      661     0.00     0.00  unwind_with_echo_area_buffer
  0.00      1.62     0.00      661     0.00     0.00  with_echo_area_buffer
  0.00      1.62     0.00      661     0.00     0.00  with_echo_area_buffer_unwind_data
  0.00      1.62     0.00      658     0.00     0.00  gap_right
  0.00      1.62     0.00      650     0.00     0.00  copy_intervals
  0.00      1.62     0.00      646     0.00     0.00  unrequest_sigio
  0.00      1.62     0.00      645     0.00     0.00  request_sigio
  0.00      1.62     0.00      642     0.00     0.00  hscroll_window_tree
  0.00      1.62     0.00      642     0.00     0.02  scrolling
  0.00      1.62     0.00      642     0.00     0.00  start_polling
  0.00      1.62     0.00      642     0.00     0.00  stop_polling
  0.00      1.62     0.00      639     0.00     0.00  resize_mini_window
  0.00      1.62     0.00      623     0.00     0.00  Fplus
  0.00      1.62     0.00      614     0.00     0.00  Fthrow
  0.00      1.62     0.00      614     0.00     0.00  unwind_to_catch
  0.00      1.62     0.00      599     0.00     0.00  interval_deletion_adjustment
  0.00      1.62     0.00      599     0.00     0.00  pop_kboard
  0.00      1.62     0.00      597     0.00     0.00  Fcopy_alist
  0.00      1.62     0.00      591     0.00     0.00  echo_truncate
  0.00      1.62     0.00      591     0.00     0.00  truncate_echo_area
  0.00      1.62     0.00      590     0.00     0.00  Fframe_parameters
  0.00      1.62     0.00      583     0.00     0.00  make_multibyte_string
  0.00      1.62     0.00      582     0.00     0.00  Fsubrp
  0.00      1.62     0.00      580     0.00     0.00  swap_in_global_binding
  0.00      1.62     0.00      576     0.00     0.00  delete_interval
  0.00      1.62     0.00      573     0.00     0.00  Fprocess_mark
  0.00      1.62     0.00      573     0.00     0.00  insert_from_gap_1
  0.00      1.62     0.00      573     0.00     0.00  skip_syntaxes
  0.00      1.62     0.00      569     0.00     0.00  char_category_set
  0.00      1.62     0.00      567     0.00     0.00  Finteractive_form
  0.00      1.62     0.00      567     0.00     0.00  Fmapconcat
  0.00      1.62     0.00      567     0.00     0.00  emacs_read
  0.00      1.62     0.00      562     0.00     0.00  copy_intervals_to_string
  0.00      1.62     0.00      561     0.00     0.00  string_char_and_length
  0.00      1.62     0.00      556     0.00     0.00  Fframe_selected_window
  0.00      1.62     0.00      556     0.00     0.00  format_mode_line_unwind_data
  0.00      1.62     0.00      556     0.00     0.00  push_kboard
  0.00      1.62     0.00      556     0.00     0.00  unwind_format_mode_line
  0.00      1.62     0.00      555     0.00     0.00  Fskip_chars_backward
  0.00      1.62     0.00      555     0.00     0.00  Fsymbolp
  0.00      1.62     0.00      554     0.00     0.00  display_mode_line
  0.00      1.62     0.00      554     0.00     0.00  window_parameter
  0.00      1.62     0.00      551     0.00     0.00  Funibyte_string
  0.00      1.62     0.00      551     0.00     0.00  pint2str
  0.00      1.62     0.00      551     0.00     0.00  tty_menu_display
  0.00      1.62     0.00      548     0.00     0.00  redisplay_preserve_echo_area
  0.00      1.62     0.00      548     0.00     0.00  unwind_redisplay_preserve_echo_area
  0.00      1.62     0.00      541     0.00     0.00  echo_area_display
  0.00      1.62     0.00      540     0.00     0.00  display_echo_area_1
  0.00      1.62     0.00      540     0.00     0.00  display_mode_lines
  0.00      1.62     0.00      540     0.00     0.00  restore_frame_selected_window
  0.00      1.62     0.00      540     0.00     0.00  restore_selected_window
  0.00      1.62     0.00      535     0.00     0.00  composition_adjust_point
  0.00      1.62     0.00      535     0.00     0.00  find_automatic_composition
  0.00      1.62     0.00      529     0.00     0.00  Factive_minibuffer_window
  0.00      1.62     0.00      527     0.00     0.00  insert_from_gap
  0.00      1.62     0.00      514     0.00     0.00  char_encodable_p
  0.00      1.62     0.00      513     0.00     0.00  window_body_width
  0.00      1.62     0.00      509     0.00     0.00  Fskip_syntax_forward
  0.00      1.62     0.00      509     0.00     0.00  Fstringp
  0.00      1.62     0.00      509     0.00     0.00  wait_reading_process_output
  0.00      1.62     0.00      509     0.00     0.00  wait_reading_process_output_unwind
  0.00      1.62     0.00      502     0.00     0.00  Ffunction
  0.00      1.62     0.00      502     0.00     0.00  Fminibuffer_window
  0.00      1.62     0.00      501     0.00     0.00  menu_bar_item
  0.00      1.62     0.00      499     0.00     0.00  Fsignal
  0.00      1.62     0.00      499     0.00     0.00  signal_or_quit
  0.00      1.62     0.00      497     0.00     0.00  suffix_p
  0.00      1.62     0.00      495     0.00     0.00  mutually_exclusive_charset
  0.00      1.62     0.00      494     0.00     0.00  BYTE_POS_ADDR
  0.00      1.62     0.00      494     0.00     0.00  add_timer_wait_descriptor
  0.00      1.62     0.00      492     0.00     0.00  Fframe_live_p
  0.00      1.62     0.00      484     0.00     0.00  cursor_row_fully_visible_p
  0.00      1.62     0.00      481     0.00     0.00  temporarily_switch_to_single_kboard
  0.00      1.62     0.00      480     0.00     0.00  restore_kboard_configuration
  0.00      1.62     0.00      478     0.00     0.00  do_casify_multibyte_string
  0.00      1.62     0.00      474     0.00     0.00  Fcall_interactively
  0.00      1.62     0.00      474     0.00     0.00  Ffuncall_interactively
  0.00      1.62     0.00      474     0.00     0.00  Fx_hide_tip
  0.00      1.62     0.00      474     0.00     0.00  check_postponed_buffers
  0.00      1.62     0.00      474     0.00     0.00  read_key_sequence
  0.00      1.62     0.00      474     0.00     0.00  restore_reading_key_sequence
  0.00      1.62     0.00      474     0.00     0.00  x_hide_tip
  0.00      1.62     0.00      473     0.00     0.00  Ffile_name_absolute_p
  0.00      1.62     0.00      472     0.00     0.00  Fformat_message
  0.00      1.62     0.00      471     0.00     0.00  Ffile_name_case_insensitive_p
  0.00      1.62     0.00      471     0.00     0.00  cancel_atimer
  0.00      1.62     0.00      471     0.00     0.00  schedule_atimer
  0.00      1.62     0.00      471     0.00     0.00  start_atimer
  0.00      1.62     0.00      471     0.00     0.00  start_hourglass
  0.00      1.62     0.00      471     0.00     0.00  update_redisplay_ticks
  0.00      1.62     0.00      470     0.00     0.00  Fstring_search
  0.00      1.62     0.00      470     0.00     0.00  xsignal1
  0.00      1.62     0.00      469     0.00     0.00  redisplay
  0.00      1.62     0.00      468     0.00     0.00  font_style_to_value
  0.00      1.62     0.00      465     0.00     0.00  Fmultibyte_string_p
  0.00      1.62     0.00      464     0.00     0.01  time_cmp
  0.00      1.62     0.00      463     0.00     0.00  get_process
  0.00      1.62     0.00      462     0.00     0.00  set_waiting_for_input
  0.00      1.62     0.00      461     0.00     0.00  Fdefault_toplevel_value
  0.00      1.62     0.00      460     0.00     0.00  reset_frame_state
  0.00      1.62     0.00      459     0.00     0.01  Ftime_less_p
  0.00      1.62     0.00      457     0.00     0.00  needs_no_redisplay
  0.00      1.62     0.00      452     0.00     0.00  move_it_by_lines
  0.00      1.62     0.00      451     0.00     0.00  ticks_hz_list4
  0.00      1.62     0.00      451     0.00     0.00  window_frozen_p
  0.00      1.62     0.00      449     0.00     0.00  process_tool_bar_item
  0.00      1.62     0.00      448     0.00     0.00  Fbackward_prefix_chars
  0.00      1.62     0.00      448     0.00     0.00  Fset_default_toplevel_value
  0.00      1.62     0.00      440     0.00     0.00  try_window_id
  0.00      1.62     0.00      439     0.00     0.00  Fprocess_status
  0.00      1.62     0.00      438     0.00     0.00  float_arith_driver
  0.00      1.62     0.00      432     0.00     0.00  Fwindow_header_line_height
  0.00      1.62     0.00      430     0.00     0.00  emacs_close
  0.00      1.62     0.00      427     0.00     0.00  char_quoted
  0.00      1.62     0.00      426     0.00     0.00  mark_vectorlike
  0.00      1.62     0.00      419     0.00     0.00  Fquo
  0.00      1.62     0.00      418     0.00     0.00  shrink_mini_window
  0.00      1.62     0.00      416     0.00     0.00  Fwindow_hscroll
  0.00      1.62     0.00      414     0.00     0.00  Fface_font
  0.00      1.62     0.00      414     0.00     0.00  Ffloatp
  0.00      1.62     0.00      414     0.00     0.00  del_range_both
  0.00      1.62     0.00      414     0.00     0.00  lookup_named_face
  0.00      1.62     0.00      413     0.00     0.00  Flocal_variable_if_set_p
  0.00      1.62     0.00      411     0.00     0.00  Fwindow_fringes
  0.00      1.62     0.00      407     0.00     0.00  Fread_positioning_symbols
  0.00      1.62     0.00      406     0.00     0.00  Fbuffer_substring_no_properties
  0.00      1.62     0.00      406     0.00     0.00  chars_in_text
  0.00      1.62     0.00      404     0.00     0.00  Fwindow_body_width
  0.00      1.62     0.00      402     0.00     0.00  Fscan_sexps
  0.00      1.62     0.00      402     0.00     0.00  Fwindow_margins
  0.00      1.62     0.00      402     0.00     0.00  scan_lists
  0.00      1.62     0.00      398     0.00     0.00  select_window
  0.00      1.62     0.00      394     0.00     0.00  Fwindow_body_height
  0.00      1.62     0.00      392     0.00     0.00  mark_discard_killed_buffers
  0.00      1.62     0.00      385     0.00     0.00  concat3
  0.00      1.62     0.00      384     0.00     0.00  itree_node_end
  0.00      1.62     0.00      382     0.00     0.00  assoc_no_quit
  0.00      1.62     0.00      381     0.00     0.00  Fall_completions
  0.00      1.62     0.00      381     0.00     0.00  current_column
  0.00      1.62     0.00      375     0.00     0.00  Fdecode_coding_region
  0.00      1.62     0.00      374     0.00     0.00  blank_row
  0.00      1.62     0.00      373     0.00     0.00  Fend_of_line
  0.00      1.62     0.00      370     0.00     0.00  Fsubstring_no_properties
  0.00      1.62     0.00      370     0.00     0.00  Fwindow_point
  0.00      1.62     0.00      367     0.00     0.00  process_pending_signals
  0.00      1.62     0.00      356     0.00     0.00  Fselect_window
  0.00      1.62     0.00      355     0.00     0.00  cleanup_mem
  0.00      1.62     0.00      353     0.00     0.00  Fselected_frame
  0.00      1.62     0.00      350     0.00     0.00  larger_vecalloc
  0.00      1.62     0.00      350     0.00     0.00  parse_sexp_propertize
  0.00      1.62     0.00      341     0.00     0.00  Fcolor_values_from_color_spec
  0.00      1.62     0.00      341     0.00     0.00  load_color2
  0.00      1.62     0.00      341     0.00     0.00  parse_color_spec
  0.00      1.62     0.00      341     0.00     0.00  tty_defined_color
  0.00      1.62     0.00      333     0.00     0.00  redisplay_window_0
  0.00      1.62     0.00      332     0.00     0.00  partial_line_height
  0.00      1.62     0.00      331     0.00     0.00  unwind_display_working_on_window
  0.00      1.62     0.00      328     0.00     0.00  Finternal_merge_in_global_face
  0.00      1.62     0.00      325     0.00     0.00  Fdelete_char
  0.00      1.62     0.00      321     0.00     0.00  itree_node_begin
  0.00      1.62     0.00      319     0.00     0.00  Fframe_list
  0.00      1.62     0.00      314     0.00     0.00  candidate_buffer
  0.00      1.62     0.00      305     0.00     0.00  make_blv
  0.00      1.62     0.00      304     0.00     0.00  emacs_read_quit
  0.00      1.62     0.00      299     0.00     0.00  decode_tty_terminal
  0.00      1.62     0.00      296     0.00     0.00  Facos
  0.00      1.62     0.00      296     0.00     0.00  Fsqrt
  0.00      1.62     0.00      296     0.00     0.00  gui_consider_frame_title
  0.00      1.62     0.00      289     0.00     0.00  Fdocumentation
  0.00      1.62     0.00      288     0.00     0.00  Ftty_display_color_cells
  0.00      1.62     0.00      284     0.00     0.00  Fbobp
  0.00      1.62     0.00      281     0.00     0.00  Fwindow_top_child
  0.00      1.62     0.00      281     0.00     0.00  window_box_height
  0.00      1.62     0.00      280     0.00     0.00  careadlinkat
  0.00      1.62     0.00      280     0.00     0.00  emacs_readlinkat
  0.00      1.62     0.00      280     0.00     0.00  readlink_stk
  0.00      1.62     0.00      277     0.00     0.00  Ffile_symlink_p
  0.00      1.62     0.00      271     0.00     0.00  Fmaphash
  0.00      1.62     0.00      271     0.00     0.00  Fmod
  0.00      1.62     0.00      271     0.00     0.00  reset_buffer_local_variables
  0.00      1.62     0.00      270     0.00     0.00  push_key_description
  0.00      1.62     0.00      268     0.00     0.00  Fsingle_key_description
  0.00      1.62     0.00      259     0.00     0.00  Ffile_exists_p
  0.00      1.62     0.00      258     0.00     0.00  Fbufferp
  0.00      1.62     0.00      258     0.00     0.00  Fpropertize
  0.00      1.62     0.00      256     0.00     0.00  Finsert_char
  0.00      1.62     0.00      255     0.00     0.00  enlarge_buffer_text
  0.00      1.62     0.00      254     0.00     0.00  scan_for_column
  0.00      1.62     0.00      253     0.00     0.00  adjust_markers_bytepos
  0.00      1.62     0.00      251     0.00     0.00  total_bytes_of_live_objects
  0.00      1.62     0.00      250     0.00     0.00  Fwindow_list_1
  0.00      1.62     0.00      249     0.00     0.00  Fundo_boundary
  0.00      1.62     0.00      249     0.00     0.00  skip_invisible
  0.00      1.62     0.00      245     0.00     0.00  clear_glyph_row
  0.00      1.62     0.00      244     0.00     0.00  Fdefconst
  0.00      1.62     0.00      244     0.00     0.00  Freplace_match
  0.00      1.62     0.00      242     0.00     0.00  Ftime_add
  0.00      1.62     0.00      242     0.00     0.00  run_hook
  0.00      1.62     0.00      242     0.00     0.01  time_arith
  0.00      1.62     0.00      238     0.00     0.00  set_terminal_window
  0.00      1.62     0.00      238     0.00     0.00  tty_set_scroll_region
  0.00      1.62     0.00      238     0.00     0.00  tty_set_terminal_window
  0.00      1.62     0.00      232     0.00     0.00  Fintern_soft
  0.00      1.62     0.00      232     0.00     0.00  sys_fstat
  0.00      1.62     0.00      232     0.00     0.00  this_minibuffer_depth
  0.00      1.62     0.00      231     0.00     0.00  syntax_property_with_flags.constprop.0
  0.00      1.62     0.00      230     0.00     0.00  disable_text_conversion
  0.00      1.62     0.00      230     0.00     0.00  resume_text_conversion
  0.00      1.62     0.00      228     0.00     0.00  Fwindow_vscroll
  0.00      1.62     0.00      227     0.00     0.00  Fwindow_parent
  0.00      1.62     0.00      223     0.00     0.00  Ftake
  0.00      1.62     0.00      223     0.00     0.00  help_char_p
  0.00      1.62     0.00      217     0.00     0.00  Fline_number_display_width
  0.00      1.62     0.00      215     0.00     0.00  do_direct_scrolling
  0.00      1.62     0.00      215     0.00     0.00  mirror_line_dance
  0.00      1.62     0.00      215     0.00     0.00  mirrored_line_dance
  0.00      1.62     0.00      215     0.00     0.00  move_it_in_display_line
  0.00      1.62     0.00      215     0.00     0.00  scrolling_1
  0.00      1.62     0.00      210     0.00     0.01  Ftime_convert
  0.00      1.62     0.00      209     0.00     0.00  openp
  0.00      1.62     0.00      208     0.00     0.00  Fset_window_vscroll
  0.00      1.62     0.00      208     0.00     0.00  Fvertical_motion
  0.00      1.62     0.00      208     0.00     0.00  reseat_at_previous_visible_line_start
  0.00      1.62     0.00      207     0.00     0.00  open_directory
  0.00      1.62     0.00      206     0.00     0.00  Fline_pixel_height
  0.00      1.62     0.00      205     0.00     0.00  Fwindow_left_child
  0.00      1.62     0.00      205     0.00     0.00  wset_redisplay
  0.00      1.62     0.00      198     0.00     0.00  window_point
  0.00      1.62     0.00      193     0.00     0.00  Fmake_sparse_keymap
  0.00      1.62     0.00      193     0.00     0.00  Fmatch_data__translate
  0.00      1.62     0.00      192     0.00     0.00  Fchar_equal
  0.00      1.62     0.00      192     0.00     0.00  Frecord
  0.00      1.62     0.00      191     0.00     0.00  Fwindow_next_sibling
  0.00      1.62     0.00      191     0.00     0.00  cache_face
  0.00      1.62     0.00      191     0.00     0.00  realize_face
  0.00      1.62     0.00      190     0.00     0.00  mark_overlays
  0.00      1.62     0.00      187     0.00     0.00  Fminibufferp
  0.00      1.62     0.00      187     0.00     0.00  Fpos_bol
  0.00      1.62     0.00      186     0.00     0.00  Fkey_description
  0.00      1.62     0.00      182     0.00     0.00  Fremove_text_properties
  0.00      1.62     0.00      182     0.00     0.00  cursor_row_p
  0.00      1.62     0.00      182     0.00     0.00  overlay_touches_p
  0.00      1.62     0.00      181     0.00     0.00  insert
  0.00      1.62     0.00      178     0.00     0.00  Fsubstitute_in_file_name
  0.00      1.62     0.00      177     0.00     0.00  integer_remainder
  0.00      1.62     0.00      176     0.00     0.00  Fwindow_line_height
  0.00      1.62     0.00      176     0.00     0.00  insert_and_inherit
  0.00      1.62     0.00      175     0.00     0.00  CHECK_STRING
  0.00      1.62     0.00      174     0.00     0.00  Fsort
  0.00      1.62     0.00      173     0.00     0.00  Fget_buffer_create
  0.00      1.62     0.00      173     0.00     0.00  Fmarkerp
  0.00      1.62     0.00      172     0.00     0.00  sort_list
  0.00      1.62     0.00      172     0.00     0.00  translate_char
  0.00      1.62     0.00      170     0.00     0.00  Fchar_table_p
  0.00      1.62     0.00      168     0.00     0.00  Fchar_syntax
  0.00      1.62     0.00      168     0.00     0.00  Fcharacterp
  0.00      1.62     0.00      168     0.00     0.00  Fread_from_string
  0.00      1.62     0.00      168     0.00     0.00  Fself_insert_command
  0.00      1.62     0.00      168     0.00     0.01  file_name_completion
  0.00      1.62     0.00      168     0.00     0.00  frame_make_pointer_invisible
  0.00      1.62     0.00      168     0.00     0.00  internal_self_insert
  0.00      1.62     0.00      166     0.00     0.00  Fdelete_region
  0.00      1.62     0.00      165     0.00     0.00  emacs_fstatat
  0.00      1.62     0.00      161     0.00     0.00  Ffile_name_all_completions
  0.00      1.62     0.00      161     0.00     0.00  maybe_garbage_collect
  0.00      1.62     0.00      160     0.00     0.00  Fbuffer_list
  0.00      1.62     0.00      160     0.00     0.00  Frestore_buffer_modified_p
  0.00      1.62     0.00      160     0.00     0.00  run_window_change_functions_1
  0.00      1.62     0.00      156     0.00     0.00  Feolp
  0.00      1.62     0.00      155     0.00     0.00  print_vectorlike
  0.00      1.62     0.00      154     0.00     0.00  make_lisp_time
  0.00      1.62     0.00      153     0.00     0.00  mark_window_display_accurate
  0.00      1.62     0.00      152     0.00     0.00  bset_update_mode_line
  0.00      1.62     0.00      152     0.00     0.00  directory_files_internal_unwind
  0.00      1.62     0.00      152     0.00     0.00  tim_sort
  0.00      1.62     0.00      151     0.00     0.00  propagate_buffer_redisplay
  0.00      1.62     0.00      151     0.00     0.00  redisplay_windows
  0.00      1.62     0.00      150     0.00     0.00  Fkeymap__get_keyelt
  0.00      1.62     0.00      150     0.00     0.00  Fprocess_buffer
  0.00      1.62     0.00      150     0.00     0.00  safe_run_hooks
  0.00      1.62     0.00      147     0.00     0.00  Ffile_readable_p
  0.00      1.62     0.00      147     0.00     0.00  emacs_fdopen
  0.00      1.62     0.00      147     0.00     0.02  grow_read_buffer
  0.00      1.62     0.00      145     0.00     0.00  Fwindowp
  0.00      1.62     0.00      144     0.00     0.00  mark_face_cache
  0.00      1.62     0.00      144     0.00     0.00  realize_named_face
  0.00      1.62     0.00      143     0.00     0.00  substring_both
  0.00      1.62     0.00      142     0.00     0.00  clear_unwind_protect
  0.00      1.62     0.00      142     0.00     0.00  do_nothing
  0.00      1.62     0.00      140     0.00     0.00  itree_iterator_narrow
  0.00      1.62     0.00      139     0.00     0.00  file_accessible_directory_p
  0.00      1.62     0.00      138     0.00     0.00  required_matrix_height
  0.00      1.62     0.00      136     0.00     0.00  Fforce_mode_line_update
  0.00      1.62     0.00      135     0.00     0.00  Ffield_beginning
  0.00      1.62     0.00      135     0.00     0.00  Fwindow_start
  0.00      1.62     0.00      135     0.00     0.00  bidi_cache_fetch_state
  0.00      1.62     0.00      132     0.00     0.00  decode_valid_window
  0.00      1.62     0.00      132     0.00     0.00  lisp_align_malloc
  0.00      1.62     0.00      130     0.00     0.00  merge_at
  0.00      1.62     0.00      129     0.00     0.00  Fgetenv_internal
  0.00      1.62     0.00      128     0.00     0.00  Fcoding_system_p
  0.00      1.62     0.00      128     0.00     0.00  larger_vector
  0.00      1.62     0.00      127     0.00     0.00  Fset_window_prev_buffers
  0.00      1.62     0.00      127     0.00     0.00  Fwindow_prev_buffers
  0.00      1.62     0.00      126     0.00     0.00  Ffile_accessible_directory_p
  0.00      1.62     0.00      124     0.00     0.00  Fkeymap_prompt
  0.00      1.62     0.00      124     0.00     0.00  reset_buffer
  0.00      1.62     0.00      123     0.00     0.00  Frecenter
  0.00      1.62     0.00      123     0.00     0.00  Fset_window_next_buffers
  0.00      1.62     0.00      123     0.00     0.00  window_internal_height
  0.00      1.62     0.00      120     0.00     0.00  Fbuffer_file_name
  0.00      1.62     0.00      119     0.00     0.00  ins_del_lines
  0.00      1.62     0.00      119     0.00     0.00  raw_cursor_to
  0.00      1.62     0.00      119     0.00     0.00  tty_ins_del_lines
  0.00      1.62     0.00      119     0.00     0.00  tty_raw_cursor_to
  0.00      1.62     0.00      118     0.00     0.00  overlay_arrow_in_current_buffer_p
  0.00      1.62     0.00      117     0.00     0.00  Frequire
  0.00      1.62     0.00      117     0.00     0.00  allocate_buffer
  0.00      1.62     0.00      115     0.00     0.00  Fgenerate_new_buffer_name
  0.00      1.62     0.00      114     0.00     0.00  CHECK_SYMBOL
  0.00      1.62     0.00      114     0.00     0.00  Fmap_keymap
  0.00      1.62     0.00      113     0.00     0.00  Fpoint_marker
  0.00      1.62     0.00      113     0.00     0.00  delete_all_overlays
  0.00      1.62     0.00      112     0.00     0.00  Fwindow_next_buffers
  0.00      1.62     0.00      110     0.00     0.00  Finternal_lisp_face_p
  0.00      1.62     0.00      106     0.00     0.00  compute_display_string_end
  0.00      1.62     0.00      106     0.00     0.00  make_sortvec_item
  0.00      1.62     0.00      105     0.00     0.00  make_gap_1
  0.00      1.62     0.00      103     0.00     0.00  Ffloat
  0.00      1.62     0.00      103     0.00     0.00  kill_buffer_processes
  0.00      1.62     0.00      103     0.00     0.00  md5_process_block
  0.00      1.62     0.00      102     0.00     0.10  Fkill_buffer
  0.00      1.62     0.00      102     0.00     0.00  Fmacroexpand
  0.00      1.62     0.00      102     0.00     0.00  Fmake_variable_buffer_local
  0.00      1.62     0.00      102     0.00     0.00  code_convert_string_norecord
  0.00      1.62     0.00      102     0.00     0.00  frames_discard_buffer
  0.00      1.62     0.00      102     0.00     0.00  move_gap_both
  0.00      1.62     0.00      102     0.00     0.00  replace_buffer_in_windows
  0.00      1.62     0.00      102     0.00     0.00  replace_buffer_in_windows_safely
  0.00      1.62     0.00      102     0.00     0.00  thread_check_current_buffer
  0.00      1.62     0.00      102     0.00     0.00  unlock_buffer
  0.00      1.62     0.00      101     0.00     0.03  Fload
  0.00      1.62     0.00      101     0.00     0.00  run_window_scroll_functions
  0.00      1.62     0.00      101     0.00     0.00  safe_call1
  0.00      1.62     0.00       99     0.00     0.00  apply1
  0.00      1.62     0.00       99     0.00     0.00  map_keymap_canonical
  0.00      1.62     0.00       99     0.00     0.00  read_process_output
  0.00      1.62     0.00       99     0.00     0.00  read_process_output_call
  0.00      1.62     0.00       99     0.00     0.00  restore_search_regs
  0.00      1.62     0.00       98     0.00     0.00  Fsub1
  0.00      1.62     0.00       98     0.00     0.00  Fwindow_old_point
  0.00      1.62     0.00       98     0.00     0.00  Fwindow_system
  0.00      1.62     0.00       97     0.00     0.00  make_buffer_string
  0.00      1.62     0.00       96     0.00     0.00  Finternal_make_lisp_face
  0.00      1.62     0.00       95     0.00     0.00  Fprovide
  0.00      1.62     0.00       95     0.00     0.00  pop_message_unwind
  0.00      1.62     0.00       95     0.00     0.00  push_message
  0.00      1.62     0.00       94     0.00     0.00  fmod_float
  0.00      1.62     0.00       93     0.00     0.00  Fother_buffer
  0.00      1.62     0.00       92     0.00     0.00  pop_it
  0.00      1.62     0.00       92     0.00     0.00  push_it
  0.00      1.62     0.00       92     0.00     0.00  restore_face_box_flags
  0.00      1.62     0.00       92     0.00     0.00  scan_newline
  0.00      1.62     0.00       90     0.00     0.00  anim_prune_animation_cache
  0.00      1.62     0.00       90     0.00     0.56  garbage_collect
  0.00      1.62     0.00       90     0.00     0.00  image_prune_animation_caches
  0.00      1.62     0.00       90     0.00     0.00  mark_and_sweep_weak_table_contents
  0.00      1.62     0.00       90     0.00     0.00  mark_bytecode
  0.00      1.62     0.00       90     0.00     0.00  mark_c_stack
  0.00      1.62     0.00       90     0.00     0.00  mark_fringe_data
  0.00      1.62     0.00       90     0.00     0.00  mark_image_cache
  0.00      1.62     0.00       90     0.00     0.00  mark_kboards
  0.00      1.62     0.00       90     0.00     0.00  mark_lread
  0.00      1.62     0.00       90     0.00     0.00  mark_specpdl
  0.00      1.62     0.00       90     0.00     0.00  mark_threads
  0.00      1.62     0.00       90     0.00     0.00  mark_threads_callback
  0.00      1.62     0.00       90     0.00     0.00  mark_xselect
  0.00      1.62     0.00       90     0.00     0.00  mark_xterm
  0.00      1.62     0.00       90     0.00     0.00  pdumper_clear_marks_impl
  0.00      1.62     0.00       90     0.00     0.00  shrink_regexp_cache
